Municipio,Año,Código,Concepto,Aprobado,Devengado,Observaciones
Campeche,2021,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",625616.00,1323882.00,x
Campeche,2021,COG26,"Combustibles, Lubricantes y Aditivos",19260386.00,23564589.00,x
Campeche,2021,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",3854389.00,579976.00,x
Campeche,2021,COG28,Materiales y Suministros para Seguridad,0.00,6810.00,x
Campeche,2021,COG29,"Herramientas, Refacciones y Accesorios Menores",3052151.00,2390766.00,x
Campeche,2021,COG03,Servicios Generales,239373657.00,291293508.00,x
Campeche,2021,COG31,Servicios Básicos,99434932.00,117291069.00,x
Campeche,2021,COG32,Servicios de Arrendamiento,10555997.00,12559593.00,x
Campeche,2021,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",5105136.00,10418882.00,x
Campeche,2021,COG34,"Servicios Financieros, Bancarios y Comerciales",2318594.00,2696342.00,x
Campeche,2021,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",98847403.00,117274757.00,x
Campeche,2021,COG36,Servicios de Comunicación Social y Publicidad,446160.00,1048848.00,x
Campeche,2021,COG37,Servicios de Traslados y Viáticos,724900.00,2183734.00,x
Campeche,2021,COG38,Servicios Oficiales,4006344.00,2631178.00,x
Campeche,2021,COG39,Otros Servicios Generales,17934191.00,25189105.00,x
Campeche,2021,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",312124460.00,411346508.00,x
Campeche,2021,COG41,Transferencias Internas y Asignaciones del Sector Público,210346499.00,311107945.00,x
Campeche,2021,COG42,Transferencias al Resto del Sector Público,20262095.00,10121253.00,x
Campeche,2021,COG43,Subsidios y Subvenciones,0.00,0.00,x
Campeche,2021,COG44,Ayudas Sociales,6023150.00,6034635.00,x
Campeche,2021,COG45,Pensiones y Jubilaciones,75492716.00,83626270.00,x
Campeche,2021,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Campeche,2021,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Campeche,2021,COG48,Donativos,0.00,0.00,x
Campeche,2021,COG49,Transferencias al Exterior,0.00,456405.00,x
Campeche,2021,COG05,"Bienes Muebles, Inmuebles e Intangibles",162066.00,5926381.00,x
Campeche,2021,COG51,Mobiliario y Equipo de Administración,155066.00,909643.00,x
Campeche,2021,COG52,Mobiliario y Equipo Educacional y Recreativo,7000.00,0.00,x
Campeche,2021,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,89998.00,x
Campeche,2021,COG54,Vehículos y Equipo de Transporte,0.00,1577060.00,x
Campeche,2021,COG55,Equipo de Defensa y Seguridad,0.00,0.00,x
Campeche,2021,COG56,"Maquinaria, Otros Equipos y Herramientas",0.00,1349680.00,x
Campeche,2021,COG57,Activos Biológicos,0.00,0.00,x
Campeche,2021,COG58,Bienes Inmuebles,0.00,0.00,x
Campeche,2021,COG59,Activos Intangibles,0.00,2000000.00,x
Campeche,2021,COG06,Inversión Pública,115511166.00,62234339.00,x
Campeche,2021,COG61,Obra Pública en Bienes de Dominio Público,115511166.00,62234339.00,x
Campeche,2021,COG62,Obra Pública en Bienes Propios,0.00,0.00,x
Campeche,2021,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Campeche,2021,COG07,Inversiones Financieras y Otras Provisiones,51000.00,0.00,x
Campeche,2021,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Campeche,2021,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Campeche,2021,COG73,Compra de Títulos y Valores,0.00,0.00,x
Campeche,2021,COG74,Concesión de Préstamos,0.00,0.00,x
Campeche,2021,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Campeche,2021,COG76,Otras Inversiones Financieras,0.00,0.00,x
Campeche,2021,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,51000.00,0.00,x
Campeche,2021,COG08,Participaciones y Aportaciones,342000.00,333550.00,x
Campeche,2021,COG81,Participaciones,0.00,0.00,x
Campeche,2021,COG82,Aportaciones,0.00,0.00,x
Campeche,2021,COG83,Convenios,342000.00,333550.00,x
Campeche,2021,COG09,Deuda Pública,70697631.00,62099815.00,x
Campeche,2021,COG91,Amortización de la Deuda Pública,32250080.00,58325002.00,x
Campeche,2021,COG92,Intereses de la Deuda Pública,3500000.00,3774813.00,x
Campeche,2021,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Campeche,2021,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Campeche,2021,COG95,Costo por Coberturas,0.00,0.00,x
Campeche,2021,COG96,Apoyos Financieros,0.00,0.00,x
Campeche,2021,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,34947551.00,0.00,x
Campeche,2021,COGTOT,Total del Gasto,1429487440.00,1479303019.00,x
Benito Juarez (Cancun),2021,COG01,Servicios Personales,1768522258.00,2266587108.00,x
Benito Juarez (Cancun),2021,COG11,Remuneraciones al Personal  de Carácter Permanente,397749944.00,500801990.70,x
Benito Juarez (Cancun),2021,COG12,Remuneraciones al Personal  de Carácter Transitorio,115569632.00,164077870.20,x
Benito Juarez (Cancun),2021,COG13,Remuneraciones Adicionales y Especiales,369564559.00,525018497.90,x
Benito Juarez (Cancun),2021,COG14,Seguridad Social,201555860.00,285084753.10,x
Benito Juarez (Cancun),2021,COG15,Otras Prestaciones Sociales y Económicas,663383818.00,777670500.20,x
Benito Juarez (Cancun),2021,COG16,Previsiones,8152000.00,0.00,x
Benito Juarez (Cancun),2021,COG17,Pago de Estímulos a Servidores Públicos,12546445.00,13933495.75,x
Benito Juarez (Cancun),2021,COG02,Materiales y Suministros,226629960.00,177899757.10,x
Benito Juarez (Cancun),2021,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",22629058.00,33480820.26,x
Benito Juarez (Cancun),2021,COG22,Alimentos y Utensilios,10666200.00,10470272.10,x
Benito Juarez (Cancun),2021,COG23,Materias Primas y Materiales de Producción y Comercialización,52600.00,1080.25,x
Benito Juarez (Cancun),2021,COG24,Materiales y Artículos de Construcción y Reparación,28839360.00,31754914.74,x
Benito Juarez (Cancun),2021,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",3980665.00,779228.02,x
Benito Juarez (Cancun),2021,COG26,"Combustibles, Lubricantes y Aditivos",80969794.00,87681334.17,x
Benito Juarez (Cancun),2021,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",70450426.00,421218.63,x
Benito Juarez (Cancun),2021,COG28,Materiales y Suministros para Seguridad,0.00,590446.80,x
Benito Juarez (Cancun),2021,COG29,"Herramientas, Refacciones y Accesorios Menores",9041857.00,12720442.09,x
Benito Juarez (Cancun),2021,COG03,Servicios Generales,980452046.00,949920212.90,x
Benito Juarez (Cancun),2021,COG31,Servicios Básicos,132365292.80,132436752.30,x
Benito Juarez (Cancun),2021,COG32,Servicios de Arrendamiento,202562461.00,219466867.80,x
Benito Juarez (Cancun),2021,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",161758681.40,121094068.90,x
Benito Juarez (Cancun),2021,COG34,"Servicios Financieros, Bancarios y Comerciales",41242272.00,39965448.94,x
Benito Juarez (Cancun),2021,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",191882647.00,265291859.30,x
Benito Juarez (Cancun),2021,COG36,Servicios de Comunicación Social y Publicidad,121000346.00,107363457.40,x
Benito Juarez (Cancun),2021,COG37,Servicios de Traslados y Viáticos,5886558.00,798315.46,x
Benito Juarez (Cancun),2021,COG38,Servicios Oficiales,2039620.00,966503.80,x
Benito Juarez (Cancun),2021,COG39,Otros Servicios Generales,121714167.80,62536939.04,x
Benito Juarez (Cancun),2021,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",744976460.00,710896247.00,x
Benito Juarez (Cancun),2021,COG41,Transferencias Internas y Asignaciones del Sector Público,543300000.00,545511078.80,x
Benito Juarez (Cancun),2021,COG42,Transferencias al Resto del Sector Público,0.00,0.00,x
Benito Juarez (Cancun),2021,COG43,Subsidios y Subvenciones,61900000.00,80498963.00,x
Benito Juarez (Cancun),2021,COG44,Ayudas Sociales,107760000.00,42279314.41,x
Benito Juarez (Cancun),2021,COG45,Pensiones y Jubilaciones,32016460.00,42606890.80,x
Benito Juarez (Cancun),2021,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Benito Juarez (Cancun),2021,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Benito Juarez (Cancun),2021,COG48,Donativos,0.00,0.00,x
Benito Juarez (Cancun),2021,COG49,Transferencias al Exterior,0.00,0.00,x
Benito Juarez (Cancun),2021,COG05,"Bienes Muebles, Inmuebles e Intangibles",9442428.00,10346804.97,x
Benito Juarez (Cancun),2021,COG51,Mobiliario y Equipo de Administración,7322428.00,3706967.45,x
Benito Juarez (Cancun),2021,COG52,Mobiliario y Equipo Educacional y Recreativo,0.00,1799160.00,x
Benito Juarez (Cancun),2021,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,0.00,x
Benito Juarez (Cancun),2021,COG54,Vehículos y Equipo de Transporte,2120000.00,1275000.00,x
Benito Juarez (Cancun),2021,COG55,Equipo de Defensa y Seguridad,0.00,2506553.44,x
Benito Juarez (Cancun),2021,COG56,"Maquinaria, Otros Equipos y Herramientas",0.00,1059124.08,x
Benito Juarez (Cancun),2021,COG57,Activos Biológicos,0.00,0.00,x
Benito Juarez (Cancun),2021,COG58,Bienes Inmuebles,0.00,0.00,x
Benito Juarez (Cancun),2021,COG59,Activos Intangibles,0.00,0.00,x
Benito Juarez (Cancun),2021,COG06,Inversión Pública,158371969.00,219438136.80,x
Benito Juarez (Cancun),2021,COG61,Obra Pública en Bienes de Dominio Público,158371969.00,219438136.80,x
Benito Juarez (Cancun),2021,COG62,Obra Pública en Bienes Propios,0.00,0.00,x
Benito Juarez (Cancun),2021,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Benito Juarez (Cancun),2021,COG07,Inversiones Financieras y Otras Provisiones,2000000.00,0.00,x
Benito Juarez (Cancun),2021,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Benito Juarez (Cancun),2021,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Benito Juarez (Cancun),2021,COG73,Compra de Títulos y Valores,0.00,0.00,x
Benito Juarez (Cancun),2021,COG74,Concesión de Préstamos,0.00,0.00,x
Benito Juarez (Cancun),2021,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Benito Juarez (Cancun),2021,COG76,Otras Inversiones Financieras,0.00,0.00,x
Benito Juarez (Cancun),2021,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,2000000.00,0.00,x
Benito Juarez (Cancun),2021,COG08,Participaciones y Aportaciones,0.00,0.00,x
Benito Juarez (Cancun),2021,COG81,Participaciones,0.00,0.00,x
Benito Juarez (Cancun),2021,COG82,Aportaciones,0.00,0.00,x
Benito Juarez (Cancun),2021,COG83,Convenios,0.00,0.00,x
Benito Juarez (Cancun),2021,COG09,Deuda Pública,120000000.00,72720520.00,x
Benito Juarez (Cancun),2021,COG91,Amortización de la Deuda Pública,57411163.00,23027360.74,x
Benito Juarez (Cancun),2021,COG92,Intereses de la Deuda Pública,62588837.00,49693159.26,x
Benito Juarez (Cancun),2021,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Benito Juarez (Cancun),2021,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Benito Juarez (Cancun),2021,COG95,Costo por Coberturas,0.00,0.00,x
Benito Juarez (Cancun),2021,COG96,Apoyos Financieros,0.00,0.00,x
Benito Juarez (Cancun),2021,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,x
Benito Juarez (Cancun),2021,COGTOT,Total del Gasto,4010395121.00,4407808787.00,x
Celaya,2021,COG01,Servicios Personales,851224873.10,811978558.00,x
Celaya,2021,COG11,Remuneraciones al Personal  de Carácter Permanente,279841182.00,280343137.00,x
Celaya,2021,COG12,Remuneraciones al Personal  de Carácter Transitorio,157568532.70,140580836.70,x
Celaya,2021,COG13,Remuneraciones Adicionales y Especiales,89495641.90,73899821.81,x
Celaya,2021,COG14,Seguridad Social,153795563.60,160422321.00,x
Celaya,2021,COG15,Otras Prestaciones Sociales y Económicas,169180135.00,156730401.50,x
Celaya,2021,COG16,Previsiones,1130169.90,0.00,x
Celaya,2021,COG17,Pago de Estímulos a Servidores Públicos,213648.00,2040.00,x
Celaya,2021,COG02,Materiales y Suministros,154084009.20,150682989.30,x
Celaya,2021,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",11941721.48,6920008.67,x
Celaya,2021,COG22,Alimentos y Utensilios,13194600.00,13638175.17,x
Celaya,2021,COG23,Materias Primas y Materiales de Producción y Comercialización,1004230.32,1139267.49,x
Celaya,2021,COG24,Materiales y Artículos de Construcción y Reparación,43424417.19,50756505.88,x
Celaya,2021,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",2691000.00,1945290.45,x
Celaya,2021,COG26,"Combustibles, Lubricantes y Aditivos",64375000.00,66411528.83,x
Celaya,2021,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",16775898.12,9436857.53,x
Celaya,2021,COG28,Materiales y Suministros para Seguridad,0.00,0.00,x
Celaya,2021,COG29,"Herramientas, Refacciones y Accesorios Menores",677142.04,435355.31,x
Celaya,2021,COG03,Servicios Generales,277489126.20,252819715.80,x
Celaya,2021,COG31,Servicios Básicos,98393412.36,90916742.08,x
Celaya,2021,COG32,Servicios de Arrendamiento,13101283.50,11927739.65,x
Celaya,2021,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",34550489.36,31072282.49,x
Celaya,2021,COG34,"Servicios Financieros, Bancarios y Comerciales",22003449.00,22507812.37,x
Celaya,2021,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",54587175.64,48891898.50,x
Celaya,2021,COG36,Servicios de Comunicación Social y Publicidad,11511368.49,9905453.33,x
Celaya,2021,COG37,Servicios de Traslados y Viáticos,850000.00,242475.20,x
Celaya,2021,COG38,Servicios Oficiales,16851540.00,8413771.77,x
Celaya,2021,COG39,Otros Servicios Generales,25640407.80,28941540.39,x
Celaya,2021,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",260497828.40,270867599.80,x
Celaya,2021,COG41,Transferencias Internas y Asignaciones del Sector Público,137428345.30,144520501.60,x
Celaya,2021,COG42,Transferencias al Resto del Sector Público,0.00,0.00,x
Celaya,2021,COG43,Subsidios y Subvenciones,12184286.35,11372371.92,x
Celaya,2021,COG44,Ayudas Sociales,40060059.89,50573391.44,x
Celaya,2021,COG45,Pensiones y Jubilaciones,70825136.84,64401334.77,x
Celaya,2021,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Celaya,2021,COG47,Transferencias a la Seguridad Social,0.00,0.00,x
Celaya,2021,COG48,Donativos,0.00,0.00,x
Celaya,2021,COG49,Transferencias al Exterior,0.00,0.00,x
Celaya,2021,COG05,"Bienes Muebles, Inmuebles e Intangibles",25115831.38,37986779.72,x
Celaya,2021,COG51,Mobiliario y Equipo de Administración,2502000.00,2867805.59,x
Celaya,2021,COG52,Mobiliario y Equipo Educacional y Recreativo,55000.00,1266647.75,x
Celaya,2021,COG53,Equipo e Instrumental Médico y de Laboratorio,35000.00,17411.99,x
Celaya,2021,COG54,Vehículos y Equipo de Transporte,14014453.00,25543129.00,x
Celaya,2021,COG55,Equipo de Defensa y Seguridad,0.00,0.00,x
Celaya,2021,COG56,"Maquinaria, Otros Equipos y Herramientas",4885198.38,7938063.39,x
Celaya,2021,COG57,Activos Biológicos,0.00,0.00,x
Celaya,2021,COG58,Bienes Inmuebles,1000000.00,0.00,x
Celaya,2021,COG59,Activos Intangibles,2624180.00,353722.00,x
Celaya,2021,COG06,Inversión Pública,431472100.00,445678076.40,x
Celaya,2021,COG61,Obra Pública en Bienes de Dominio Público,420953799.20,431027559.40,x
Celaya,2021,COG62,Obra Pública en Bienes Propios,10518300.76,14650516.96,x
Celaya,2021,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,x
Celaya,2021,COG07,Inversiones Financieras y Otras Provisiones,100000.00,0.00,x
Celaya,2021,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,x
Celaya,2021,COG72,Acciones y Participaciones de Capital,0.00,0.00,x
Celaya,2021,COG73,Compra de Títulos y Valores,0.00,0.00,x
Celaya,2021,COG74,Concesión de Préstamos,0.00,0.00,x
Celaya,2021,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,x
Celaya,2021,COG76,Otras Inversiones Financieras,0.00,0.00,x
Celaya,2021,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,100000.00,0.00,x
Celaya,2021,COG08,Participaciones y Aportaciones,0.00,0.00,x
Celaya,2021,COG81,Participaciones,0.00,0.00,x
Celaya,2021,COG82,Aportaciones,0.00,0.00,x
Celaya,2021,COG83,Convenios,0.00,0.00,x
Celaya,2021,COG09,Deuda Pública,35718351.92,35876114.81,x
Celaya,2021,COG91,Amortización de la Deuda Pública,23536625.92,23536625.88,x
Celaya,2021,COG92,Intereses de la Deuda Pública,12181726.00,12339488.93,x
Celaya,2021,COG93,Comisiones de la Deuda Pública,0.00,0.00,x
Celaya,2021,COG94,Gastos de la Deuda Pública,0.00,0.00,x
Celaya,2021,COG95,Costo por Coberturas,0.00,0.00,x
Celaya,2021,COG96,Apoyos Financieros,0.00,0.00,x
Celaya,2021,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,x
Celaya,2021,COGTOT,Total del Gasto,2035702120.00,2005889834.00,x
Chihuahua,2021,COG01,Servicios Personales,1515172906.00,1586295708.00,x
Chihuahua,2021,COG11,Remuneraciones al Personal  de Carácter Permanente,433113710.10,430993015.40,x
Chihuahua,2021,COG12,Remuneraciones al Personal  de Carácter Transitorio,39822731.97,45591385.45,x
Chihuahua,2021,COG13,Remuneraciones Adicionales y Especiales,362316607.70,389754487.60,x
Chihuahua,2021,COG14,Seguridad Social,83585844.89,88757729.85,x
Chihuahua,2021,COG15,Otras Prestaciones Sociales y Económicas,416149264.10,462887316.00,x
Chihuahua,2021,COG16,Previsiones,3276919.84,950221.09,x
Chihuahua,2021,COG17,Pago de Estímulos a Servidores Públicos,176907827.90,167361552.70,x
Chihuahua,2021,COG02,Materiales y Suministros,202132019.00,207965534.10,x
Chihuahua,2021,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",21492282.42,8618939.59,x
Chihuahua,2021,COG22,Alimentos y Utensilios,12465477.33,15317641.55,x
Chihuahua,2021,COG23,Materias Primas y Materiales de Producción y Comercialización,15000.00,90716.84,x
Chihuahua,2021,COG24,Materiales y Artículos de Construcción y Reparación,18067945.98,14533172.62,x
Chihuahua,2021,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",5444221.02,3774749.53,x
Chihuahua,2021,COG26,"Combustibles, Lubricantes y Aditivos",118202507.50,144416632.90,x
Chihuahua,2021,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",15176000.00,7809358.36,x
Chihuahua,2021,COG28,Materiales y Suministros para Seguridad,100000.00,3444003.66,x
Chihuahua,2021,COG29,"Herramientas, Refacciones y Accesorios Menores",11168584.76,9960319.05,x
Chihuahua,2021,COG03,Servicios Generales,586052542.80,725342449.40,x
Chihuahua,2021,COG31,Servicios Básicos,135016886.80,223422081.30,x
Chihuahua,2021,COG32,Servicios de Arrendamiento,42935112.18,39533039.63,x
Chihuahua,2021,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",45634961.48,39945822.20,x
Chihuahua,2021,COG34,"Servicios Financieros, Bancarios y Comerciales",42853367.87,33240500.67,x
Chihuahua,2021,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",235848506.90,260468631.10,x
Chihuahua,2021,COG36,Servicios de Comunicación Social y Publicidad,55756471.43,94524437.35,x
